age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
27,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,2.0,484.45,83453.57,788.97,No,Yes,Yes,Unsolved,Reasonable Price,0
57,M,Town,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,6.0,32.89,16340.59,697.62,Yes,No,Yes,Solved in Follow-up,Poor Website,0
48,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,77.18,49448.05,605.23,No,Yes,Yes,No Information Available,Poor Product Quality,1
54,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8.0,60.77,45095.33,692.59,Yes,No,No,Not Applicable,Poor Product Quality,1
52,F,Village,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,15.0,197.85,42084.72,710.7,No,Yes,No,Not Applicable,Poor Customer Service,0
33,F,Town,Platinum Membership,Yes,Without Offers,Both,Mobile_Data,11.0,502.4,4714.82,472.8025704,Yes,No,No,Not Applicable,Poor Website,0
35,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6.0,33.96,6175.77,545.14,Yes,No,No,Not Applicable,Poor Product Quality,1
42,M,City,Platinum Membership,No,Without Offers,Both,Mobile_Data,13.0,617.09,33226.66,1053.420685,Yes,Yes,Yes,No Information Available,Poor Product Quality,0
39,F,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,34.93,42965.53,630.68,No,Yes,Yes,Solved,Poor Product Quality,1
50,F,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,20.0,198.19,20710.0,697.62,No,Yes,Yes,Unsolved,Poor Product Quality,1
29,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,317.25,17951.87,753.97,No,Yes,No,Not Applicable,Poor Customer Service,0
47,M,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,5.0,876.87,41927.46,636.3,Yes,No,Yes,Solved in Follow-up,Poor Website,0
16,F,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,8.0,133.36,21896.63,644.25,Yes,No,No,Not Applicable,No reason specified,1
48,M,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,8.0,522.81,27264.0,556.79,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
14,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10.0,33.34,46392.24,582.93,Yes,No,No,Not Applicable,Poor Customer Service,1
13,F,Village,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,84.05,10423.83,1044.81538,No,Yes,Yes,No Information Available,No reason specified,0
56,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,19.0,69.22,14117.54,523.54,No,Yes,Yes,Solved in Follow-up,Poor Website,1
64,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,32.16,67458.29,764.62,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
47,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,20.0,692.73,18404.11,1072.745128,Yes,No,Yes,No Information Available,Poor Website,1
46,F,Town,Premium Membership,No,Without Offers,Both,Mobile_Data,12.0,261.76,15786.32,704.13,No,Yes,No,Not Applicable,Poor Product Quality,0
45,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,38.65,1225.14,700.07,Yes,No,Yes,Unsolved,Too many ads,0
60,F,Town,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,16.0,182.16,43782.88,761.49,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
19,F,Town,Premium Membership,Yes,Without Offers,Smartphone,Fiber_Optic,20.0,31.98,14432.03,730.04,Yes,No,Yes,Solved,Poor Customer Service,0
21,F,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,283.79,38527.24,760.53,Yes,No,Yes,No Information Available,No reason specified,0
60,M,City,Silver Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,9.0,1185.91225,29872.64,744.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
32,M,Town,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,329.16,37811.56,757.14,No,Yes,Yes,Unsolved,Poor Website,0
36,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,7.0,700.63,26571.36,738.84,Yes,Yes,No,Not Applicable,Products always in Stock,0
52,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,3.0,166.57,45964.8,630.0,Yes,No,Yes,No Information Available,Too many ads,1
39,M,Town,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,126.05,43632.02,594.51,Yes,No,No,Not Applicable,Poor Website,1
42,F,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,428.35,26483.73,713.42,No,Yes,No,Not Applicable,No reason specified,0
56,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,148.06,15456.63,984.3321162,No,Yes,Yes,Solved in Follow-up,No reason specified,1
17,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,196.56,1246.57,766.76,Yes,No,Yes,Solved in Follow-up,No reason specified,0
56,M,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,10.0,359.98,38699.34,560.14,No,Yes,Yes,No Information Available,Poor Customer Service,0
33,F,City,Premium Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,32.47,25468.76,298.868694,No,Yes,No,Not Applicable,Poor Customer Service,0
33,F,City,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,22.0,177.73,35286.1,709.01,Yes,No,Yes,No Information Available,Poor Website,1
41,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,493.22,20294.0,697.62,Yes,No,No,Not Applicable,Poor Website,1
42,F,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,4.0,316.14,13516.16,659.85,No,Yes,Yes,Solved,Poor Product Quality,1
43,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,19.0,107.18,16027.34,1059.640736,No,Yes,Yes,Solved,User Friendly Website,0
12,F,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,108.2,2998.4,678.14,Yes,No,Yes,No Information Available,Too many ads,1
23,F,Village,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,-900.2103186,14865.87,697.62,No,Yes,Yes,Solved,No reason specified,1
14,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,5.0,407.97,19138.74,697.62,No,Yes,No,Not Applicable,Poor Website,1
62,F,Town,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,6.0,308.28,38497.78,792.37,Yes,No,Yes,Unsolved,Too many ads,0
60,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,67.78,14175.2,464.501175,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
56,M,Town,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,5.0,732.71,47547.72,936.3622801,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
41,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22.0,188.96,40428.78,614.25,No,Yes,Yes,Solved in Follow-up,Too many ads,1
18,F,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,21.0,32.82,46250.9,779.89,Yes,No,No,Not Applicable,User Friendly Website,0
63,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,17.0,1099.5,95625.4,697.62,No,Yes,No,Not Applicable,Quality Customer Care,0
23,M,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,15.0,547.87,36383.39,763.15,No,Yes,Yes,Solved,Products always in Stock,0
17,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,80.4,15214.2,761.95,Yes,No,No,Not Applicable,No reason specified,0
42,F,City,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,8.0,179.84,39667.91,-38.08431401,No,Yes,No,Not Applicable,Poor Product Quality,0
31,F,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,10.0,731.24,36981.7,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,0
12,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,49.19,35209.09,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,0
63,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,30.66,15079.52,469.5653778,Yes,No,No,Not Applicable,Too many ads,0
16,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,34.49,31418.7,770.66,Yes,No,Yes,Unsolved,Poor Product Quality,0
38,M,Town,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,17.0,117.11,29114.92,521.7,No,Yes,Yes,No Information Available,Too many ads,1
15,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,,93.76,28456.92,704.31,No,Yes,No,Not Applicable,Poor Website,0
30,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,,121.38,13374.01,693.0,Yes,No,No,Not Applicable,Poor Website,1
64,M,Village,No Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,10.0,445.01,37220.97,550.13,No,Yes,Yes,Solved,Poor Website,1
59,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,628.79,40093.14,622.06,No,Yes,No,Not Applicable,Poor Customer Service,1
23,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,31.45,18606.73,621.94,No,Yes,No,Not Applicable,Poor Product Quality,1
32,F,Town,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,24.0,38.88,41019.89,750.83,No,Yes,Yes,Solved,Quality Customer Care,0
11,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,85.52,10636.13,730.02,No,Yes,No,Not Applicable,Too many ads,0
42,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,1097.82189,27380.8,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0
12,M,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,8.0,322.3,14310.09,559.2451349,Yes,No,No,Not Applicable,Poor Product Quality,1
45,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,31.2,37295.99,1196.60075,No,Yes,No,Not Applicable,Too many ads,0
19,F,Town,Platinum Membership,Yes,Without Offers,Smartphone,Fiber_Optic,11.0,38.63,23832.38,697.62,No,Yes,Yes,Solved,Poor Product Quality,0
55,F,City,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,12.0,291.94,97643.81,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,0
16,F,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,,343.13,32605.84,335.2620818,No,Yes,No,Not Applicable,Poor Customer Service,1
56,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19.0,180.37,21460.83,240.158193,Yes,No,No,Not Applicable,Poor Customer Service,0
24,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,23.0,31.81,36494.51,622.69,No,Yes,No,Not Applicable,Poor Customer Service,1
24,F,Town,Platinum Membership,No,Without Offers,Smartphone,Mobile_Data,12.0,31.86,21842.03,743.44,No,Yes,No,Not Applicable,Too many ads,0
53,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,5.0,428.81,40698.54,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,1
12,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,97.85,31574.54,697.62,No,Yes,No,Not Applicable,Poor Website,1
58,M,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,19.0,1223.769011,47756.12,631.09,Yes,No,No,Not Applicable,No reason specified,1
63,F,Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,1090.92,12483.66,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
62,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,402.05,20411.69,517.3513913,Yes,No,No,Not Applicable,Products always in Stock,0
48,F,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,2.0,33.18,24394.24,1042.087064,No,Yes,Yes,No Information Available,Poor Product Quality,0
60,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,54.08,19078.81,752.88,Yes,No,Yes,Solved,Poor Website,0
64,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,9.0,-408.2693519,36532.11,621.72,No,Yes,No,Not Applicable,Poor Website,1
11,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5.0,106.24,47511.49,559.8,Yes,No,No,Not Applicable,Poor Customer Service,1
39,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,46.22,35937.37,697.62,Yes,No,No,Not Applicable,Too many ads,1
52,F,City,No Membership,No,Without Offers,Desktop,Fiber_Optic,15.0,45.45,47218.23,632.14,No,Yes,No,Not Applicable,Too many ads,1
54,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2.0,67.48,47619.23,754.69,No,Yes,No,Not Applicable,Quality Customer Care,0
12,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,2.0,226.47,27477.44,748.61,Yes,No,No,Not Applicable,Poor Customer Service,0
49,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,714.55,10779.16,734.08,Yes,No,No,Not Applicable,Poor Customer Service,0
23,M,Town,Premium Membership,No,Without Offers,Desktop,Wi-Fi,16.0,125.89,77291.02,1085.770601,Yes,No,Yes,Solved,Reasonable Price,0
62,F,Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,112.9,20038.77,274.3235842,No,Yes,No,Not Applicable,Poor Product Quality,1
45,M,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19.0,105.91,46063.59,761.41,Yes,No,Yes,No Information Available,Too many ads,0
17,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,9.0,154.43,11333.18,740.91,Yes,No,No,Not Applicable,Too many ads,0
22,M,Village,Basic Membership,No,Without Offers,Desktop,Wi-Fi,10.0,589.12,36545.91,680.88,Yes,No,Yes,Unsolved,Poor Customer Service,1
38,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,17.0,174.48,40594.31,615.71,No,Yes,Yes,Solved in Follow-up,No reason specified,1
28,M,City,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,16.0,43.58,23397.98,759.48,Yes,No,No,Not Applicable,Poor Customer Service,0
39,F,City,Silver Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,9.0,32.91,11023.03,208.9039452,No,Yes,No,Not Applicable,Too many ads,0
61,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20.0,100.33,34614.42,642.93,No,Yes,Yes,Solved in Follow-up,No reason specified,1
64,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,449.03,33430.37,435.9525483,No,Yes,Yes,Solved,Quality Customer Care,0
37,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,7.0,43.78,17353.48,282.3638793,Yes,No,No,Not Applicable,Poor Customer Service,1
48,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,188.21,7375.39,664.98,No,Yes,No,Not Applicable,No reason specified,1
54,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,32.13,35792.72,697.62,Yes,No,Yes,Solved,Poor Customer Service,0
34,F,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,154.58,3612.98,697.62,Yes,No,Yes,Solved,Poor Customer Service,0
50,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11.0,145.59,13518.27,740.22,Yes,No,No,Not Applicable,Poor Customer Service,0
20,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,233.72,15596.42,780.92,Yes,No,No,Not Applicable,Poor Website,0
27,F,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,304.09,32189.63,549.41,No,Yes,Yes,No Information Available,Too many ads,1
14,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,163.99,27114.49,583.06,No,Yes,Yes,Solved in Follow-up,No reason specified,1
32,F,Town,No Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,8.0,255.4,13608.16,524.52,Yes,Yes,Yes,Solved,Poor Website,1
55,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,488.0,20417.72,656.21,No,Yes,No,Not Applicable,Poor Website,1
21,F,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,39.62,46139.37,673.05,Yes,No,No,Not Applicable,Poor Customer Service,1
12,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,110.59,12478.19,671.23,No,Yes,Yes,Solved,Poor Customer Service,1
58,F,Town,Gold Membership,Yes,Without Offers,Both,Fiber_Optic,6.0,1600.12,15610.96,725.74,No,Yes,Yes,Solved in Follow-up,Poor Website,0
23,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,9.0,54.12,24610.29,653.38,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
55,F,Town,Silver Membership,No,Without Offers,Smartphone,Fiber_Optic,6.0,633.62,58077.98,796.0,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,0
26,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,55.29,12574.16,633.64,No,Yes,No,Not Applicable,Poor Website,1
16,M,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,26.0,936.34,30998.94,778.24,Yes,Yes,Yes,Unsolved,No reason specified,0
17,M,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,6.0,352.25,31444.17,668.44,Yes,Yes,Yes,Solved,Too many ads,1
11,M,City,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,18.0,128.93,66961.7,765.97,No,Yes,No,Not Applicable,Quality Customer Care,0
44,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20.0,38.56,16717.72,550.1900866,Yes,No,Yes,Solved in Follow-up,Poor Website,0
16,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7.0,220.07,45054.8,623.93,Yes,Yes,No,Not Applicable,Too many ads,1
30,F,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,21.0,31.66,5643.14,711.22,No,Yes,No,Not Applicable,Too many ads,0
17,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,9.0,1053.12,15799.78,945.4319714,Yes,Yes,Yes,Solved,Poor Product Quality,0
35,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11.0,263.58,34046.4,649.88,Yes,No,No,Not Applicable,Poor Customer Service,1
62,M,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,12.0,282.88,40612.89,697.62,No,Yes,Yes,Solved,No reason specified,1
25,M,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,142.87,43660.25,580.25,No,Yes,Yes,No Information Available,Poor Customer Service,1
22,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,12.0,-604.024795,47001.28,697.62,Yes,No,No,Not Applicable,Poor Customer Service,0
58,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,120.5,4165.97,694.31,Yes,No,No,Not Applicable,Poor Product Quality,1
62,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,103.42,36445.77,663.11,Yes,No,No,Not Applicable,Poor Product Quality,1
41,M,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,7.0,248.72,33879.22,713.39,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
48,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,58.73,39995.8,708.74,No,Yes,No,Not Applicable,Poor Customer Service,0
41,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,129.09,25893.09,732.65,Yes,No,Yes,Solved,Poor Product Quality,0
38,M,Town,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2.0,392.09,13706.85,1176.200422,Yes,No,No,Not Applicable,Poor Customer Service,1
21,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,164.87,49628.7,188.1924469,Yes,No,No,Not Applicable,Too many ads,0
62,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,3.0,280.47,25452.4,697.62,No,Yes,No,Not Applicable,Poor Product Quality,1
40,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,12.0,126.63,44732.67,697.62,Yes,No,No,Not Applicable,Poor Product Quality,1
48,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,850.5036092,17373.46,657.12,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
38,M,Village,No Membership,No,Without Offers,Desktop,Mobile_Data,11.0,376.93,31089.9,1071.824763,Yes,No,Yes,Solved,No reason specified,1
12,F,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,13.0,619.2,44015.54,826.4263584,Yes,Yes,No,Not Applicable,Poor Product Quality,1
34,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5.0,165.92,46167.97,661.83,No,Yes,No,Not Applicable,No reason specified,1
59,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15.0,202.73,23566.49,697.62,No,Yes,No,Not Applicable,Reasonable Price,0
43,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,641.9,11203.68,614.1,No,Yes,No,Not Applicable,Poor Website,1
15,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14.0,766.04,44858.07,689.99,Yes,Yes,No,Not Applicable,Poor Customer Service,1
23,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,23.0,1000.987122,45893.91,633.41,Yes,No,Yes,Unsolved,No reason specified,1
55,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,7.0,792.59,44496.31,741.71,Yes,No,No,Not Applicable,Too many ads,0
59,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,629.37,23602.1,742.41,Yes,Yes,No,Not Applicable,Poor Website,0
50,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22.0,56.28,6124.94,561.78,No,Yes,No,Not Applicable,Poor Website,1
48,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20.0,200.46,40236.57,647.61,Yes,No,No,Not Applicable,No reason specified,1
23,F,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,16.0,1262.444589,12163.94,677.29,Yes,No,No,Not Applicable,Poor Customer Service,1
